sentences,llm_responses,actual_labels,complete_responses,extracted_labels
"After the stock-market decline that began in March 2000, new capital investment and thus the demand for financing waned around the world.",NEUTRAL,1,"ModelResponse(id='8ec0d30efa06420b-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200258, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=109, total_tokens=113))",2
"When governments resort to printing money to finance their spending, inflation rises and nominal assets lose their value.",HAWKISH,2,"ModelResponse(id='8ec0d30f39b2de93-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='HAWKISH', role='assistant', tool_calls=[]))], created=1733200258, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=5, prompt_tokens=101, total_tokens=106))",1
"However, the available measures of expectations--whether from surveys or financial markets--have shown longer-term expectations increasing very little, if at all, throughout this period, providing some assurance about the inflation outlook.",NEUTRAL,2,"ModelResponse(id='8ec0d30fa9bdf5f7-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200258, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=121, total_tokens=125))",2
"Consequently, following periods when inflation has been running persistently below 2 percent, appropriate monetary policy will likely aim to achieve inflation moderately above 2 percent for some time.",DOVISH,0,"ModelResponse(id='8ec0d30f8dd872c2-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='DOVISH', role='assistant', tool_calls=[]))], created=1733200258, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=115, total_tokens=119))",0
"With unemployment still elevated and inflation below the Committee’s longer-run objective, the Committee is continuing its highly accommodative policies.",DOVISH,0,"ModelResponse(id='8ec0d30fbf8c7c99-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='DOVISH', role='assistant', tool_calls=[]))], created=1733200258, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=105, total_tokens=109))",0
"Even after adjusting for the effects of strikes on reported payrolls, the employment report for August showed weak job gains.",DOVISH,0,"ModelResponse(id='8ec0d30faf7e4237-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='DOVISH', role='assistant', tool_calls=[]))], created=1733200258, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=104, total_tokens=108))",0
Although the unemployment rate edged up to 5.,NEUTRAL,0,"ModelResponse(id='8ec0d30fef7142c4-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200258, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=91, total_tokens=95))",2
"Overall employment gains were relatively well maintained, and labor markets were still tight though showing signs of softening.",NEUTRAL,2,"ModelResponse(id='8ec0d31028ca7d1e-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200258, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=102, total_tokens=106))",2
"Indeed, over the past century, by far the smallest part of the growth in America's real gross domestic product reflects increased physical product measured in bulk or weight.",NEUTRAL,2,"ModelResponse(id='8ec0d3100b4378df-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200258, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=113, total_tokens=117))",2
"I think we all agree that the economy is making progress, that we are close to an unemployment rate that is one that’s sustainable in the longer run.",NEUTRAL,1,"ModelResponse(id='8ec0d3103cd4efa3-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200258, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=112, total_tokens=116))",2
"In a traditional growth accounting setup, these effects would show up in multifactor productivity growth.",NEUTRAL,2,"ModelResponse(id='8ec0d3107c8d199d-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200258, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=99, total_tokens=103))",2
"For example, in the mid-1970s, just when the FOMC began to specify money growth targets, econometric estimates of M1 money demand relationships began to break down, predicting faster money growth than was actually observed.",NEUTRAL,2,"ModelResponse(id='8ec0d3105d477c9f-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200258, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=128, total_tokens=132))",2
"Core inflation, which excludes energy and food prices, has been running close to 1½ percent.",NEUTRAL,0,"ModelResponse(id='8ec0d3106e1cde95-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200258, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=101, total_tokens=105))",2
"In their discussion of the balance-of-risks sentence in the press statement to be issued shortly after this meeting, all the members agreed that the latter should continue to express, as it had for every meeting earlier this year, their belief that the risks remained weighted toward rising inflation.",HAWKISH,1,"ModelResponse(id='8ec0d310cb2543b5-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='HAWKISH', role='assistant', tool_calls=[]))], created=1733200258, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=5, prompt_tokens=136, total_tokens=141))",1
"It was suggested that the weakening expansion of expenditures in these capital goods might reflect a surfeit in capacity following a period of extraordinary growth in many industries--for example, those related to fiber optics.",NEUTRAL,2,"ModelResponse(id='8ec0d3112a348c6c-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200258, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=120, total_tokens=124))",2
"For equities, a stock's price-earnings ratio is a standard benchmark for assessing valuation.",NEUTRAL,2,"ModelResponse(id='8ec0d31138674325-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200258, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=101, total_tokens=105))",2
"Regarding the ELB, the previous statement was silent on the global decline in neutral policy rates, the likelihood that the ELB will constrain monetary policy space in economic downturns, and the implications of this constraint for our ability to achieve our dual-mandate goals.",NEUTRAL,0,"ModelResponse(id='8ec0d3116e8a9dff-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200258, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=134, total_tokens=138))",2
"Also, in the view of a number of participants, the economy was possibly producing in the neighborhood of its potential, and the persistent strength in spending of late suggested that resource markets could tighten further and inflation pressures build.",HAWKISH,1,"ModelResponse(id='8ec0d3115e47f78f-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='HAWKISH', role='assistant', tool_calls=[]))], created=1733200258, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=5, prompt_tokens=124, total_tokens=129))",1
"Participants' Views on Current Conditions and the Economic Outlook In conjunction with this FOMC meeting, members of the Board of Governors and participating Federal Reserve Bank presidents submitted their projections of the most likely outcomes for real GDP growth, the unemployment rate, inflation, and the federal funds rate for each year from 2015 through 2017 and over the longer run, conditional on each participant's judgment of appropriate monetary policy.",NEUTRAL,2,"ModelResponse(id='8ec0d3115a7a0f91-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200258, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=164, total_tokens=168))",2
"As you may know, the interest rate that we target is the federal funds rate, the rate banks charge each other for overnight loans.",NEUTRAL,2,"ModelResponse(id='8ec0d3115c457ce4-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200258, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=108, total_tokens=112))",2
"In determining how long to maintain a highly accommodative stance of monetary policy, the Committee will also consider other information, including additional measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial developments.",NEUTRAL,0,"ModelResponse(id='8ec0d311ad184349-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200258, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=126, total_tokens=130))",2
The increase in upside risks to domestic demand and the diminution of foreign risks together suggest that risks to the outlook are more balanced today than they had been for the preceding two years.,NEUTRAL,2,"ModelResponse(id='8ec0d31199ea42ca-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200258, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=117, total_tokens=121))",2
"Demand-pull inflation pressures from emerging-market economies abroad appeared to be continuing, and anecdotal reports from business contacts suggested greater willingness domestically to pass rising costs through to prices.",HAWKISH,1,"ModelResponse(id='8ec0d31818e38c65-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='HAWKISH', role='assistant', tool_calls=[]))], created=1733200259, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=5, prompt_tokens=115, total_tokens=120))",1
